Geschäftstyp,Bewilligungsnummer,Richtung,Bewilligungsdatum,Bestimmungsland,Catch-All,AG (GKV),MTCR (GKV),NSGI (GKV),NSGII (GKV),WA (GKV),ML (GKV),Anhang 5.1,Anhang 5.2,Anhang 5.3,ChKV,Wert
DUAL_USE,48174,EXPORT,06-29-01,Frankreich,,,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48176,EXPORT,06-29-01,Marokko,,,,,,3A002.g1,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48178,EXPORT,07-02-01,Zypern,,,,,,,ML22,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48182,EXPORT,07-02-01,Italien,,,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48181,EXPORT,07-02-01,Italien,,,,,,,ML03,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48183,EXPORT,07-02-01,Frankreich,,,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48179,EXPORT,07-02-01,Zypern,,,,,,,ML22,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48184,EXPORT,07-02-01,Deutschland,,,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48180,EXPORT,07-02-01,Deutschland,,,,,(2B001.a),,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48193,EXPORT,07-03-01,Irak,,,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48192,EXPORT,07-03-01,Israel,,,,,,,,,,,3B14,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48187,EXPORT,07-03-01,Irak,,,,,,,,,,,,3909118
DUAL_USE,48188,EXPORT,07-03-01,Irak,,,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48186,EXPORT,07-03-01,Irak,,,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48185,EXPORT,07-03-01,Irak,,,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48185,EXPORT,07-03-01,Irak,,,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48191,EXPORT,07-03-01,Deutschland,,,,,,,ML01.a,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48189,EXPORT,07-03-01,Singapur,,,,,,2B001.a,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48190,EXPORT,07-03-01,Irak,,,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48194,EXPORT,07-04-01,Belgien,,,,,,(7B003),,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48197,EXPORT,07-05-01,Schweden,,,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48197,EXPORT,07-05-01,Schweden,,,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48196,EXPORT,07-05-01,Deutschland,,,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48175,EXPORT,07-05-01,Thailand,,,,,,5A002.a1a,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48198,EXPORT,07-05-01,Schweden,,,,,,,ML03,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48198,EXPORT,07-05-01,Schweden,,,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48195,EXPORT,07-05-01,Ungarn,,,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48199,EXPORT,07-05-01,Schweden,,,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48199,EXPORT,07-05-01,Schweden,,,,,,,ML03,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48200,EXPORT,07-06-01,Irak,,,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48200,EXPORT,07-06-01,Irak,,,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48200,EXPORT,07-06-01,Irak,,,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48206,EXPORT,07-06-01,Schweden,,,,,,,ML03,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48206,EXPORT,07-06-01,Schweden,,,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48208,EXPORT,07-06-01,Schweden,,,,,,,ML03,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48208,EXPORT,07-06-01,Schweden,,,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48203,EXPORT,07-06-01,Deutschland,,,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48204,EXPORT,07-06-01,Deutschland,,,,,2B201.a1,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48205,EXPORT,07-06-01,Schweden,,,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48205,EXPORT,07-06-01,Schweden,,,,,,,ML03,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48202,EXPORT,07-06-01,Australien,,,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48201,EXPORT,07-06-01,Ukraine,,,,,,,,,,,3B14,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48207,EXPORT,07-06-01,Schweden,,,,,,,ML03,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48207,EXPORT,07-06-01,Schweden,,,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48209,EXPORT,07-06-01,Schweden,,,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48209,EXPORT,07-06-01,Schweden,,,,,,,ML03,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48215,EXPORT,07-09-01,"Korea, Republik",,,,,2B201.b1,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48217,EXPORT,07-09-01,Schweden,,,,,2B231.b2,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48211,EXPORT,07-09-01,Malaysia,,1C350.45,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48212,EXPORT,07-09-01,China,,,,,(2B001.b2),,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48214,EXPORT,07-09-01,China,,,,,(2B001.b2),,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48210,EXPORT,07-09-01,China,,,,,(2B001.b2),,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48213,EXPORT,07-09-01,Mexiko,,,,,2B201.b1,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48219,EXPORT,07-09-01,China,,,,,2B201.a,2B001.b,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48218,EXPORT,07-09-01,Österreich,,,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48216,EXPORT,07-09-01,Belgien,,,,,1B231.b2,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48229,EXPORT,07-10-01,Deutschland,,,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48226,EXPORT,07-10-01,Deutschland,,,,,,,ML01.a,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48223,EXPORT,07-10-01,Irak,,,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48220,EXPORT,07-10-01,Indien,,,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48220,EXPORT,07-10-01,Indien,,,,,,,ML01.a,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48224,EXPORT,07-10-01,Irak,,,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48227,EXPORT,07-10-01,"Korea, Republik",,,,,,(1C111.a2d),,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48228,EXPORT,07-10-01,Frankreich,,,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48221,EXPORT,07-10-01,Russische Föderation,,,,,,(7B003),,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48222,EXPORT,07-10-01,Irak,,,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48225,EXPORT,07-10-01,Irak,,,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48256,EXPORT,07-11-01,China,,,,,(2B001.c2),,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48254,EXPORT,07-11-01,Dänemark,,,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48255,EXPORT,07-11-01,Indien,,,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48255,EXPORT,07-11-01,Indien,,,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48253,EXPORT,07-11-01,Kanada,,,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48252,EXPORT,07-11-01,Indien,,,,,,,ML18.a,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48259,EXPORT,07-12-01,"Korea, Republik",,,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48257,EXPORT,07-12-01,Irak,,,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48258,EXPORT,07-12-01,Österreich,,,,,,,ML01.a,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48263,EXPORT,07-13-01,Portugal,,,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48262,EXPORT,07-13-01,Sao Tomé und Principe,,,,,,5A002.a1a,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48261,EXPORT,07-13-01,Frankreich,,,,,,,,,,,3B17,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48260,EXPORT,07-13-01,Österreich,,,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48268,EXPORT,07-16-01,"Mazedonien, die ehemalige jugoslawische Republik",,,,,,6A002.c1,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48267,EXPORT,07-16-01,Singapur,,,,,,2B001.a,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48267,EXPORT,07-16-01,Singapur,,,,,,2B001.a,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48264,EXPORT,07-16-01,Pakistan,,,,,,,ML14,,,,,3381000
DUAL_USE,48266,EXPORT,07-16-01,China,,,1B101.d,,,,,,,,,3500000
DUAL_USE,48265,EXPORT,07-16-01,Deutschland,,,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48271,EXPORT,07-17-01,Irak,,,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48285,EXPORT,07-17-01,Malaysia,,,,,,,ML01.a,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48285,EXPORT,07-17-01,Malaysia,,,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48270,EXPORT,07-17-01,Rumänien,,,,,,,ML03,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48270,EXPORT,07-17-01,Rumänien,,,,,,,ML01.a,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48272,EXPORT,07-17-01,Irak,,,,,,,,,,,,3420442
DUAL_USE,48269,EXPORT,07-17-01,Rumänien,,,,,,,ML03,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48286,EXPORT,07-17-01,Malaysia,,,,,,3A002.g1,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48281,EXPORT,07-18-01,Irak,,,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48280,EXPORT,07-18-01,Irak,,,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48282,EXPORT,07-18-01,Irak,,,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48277,EXPORT,07-18-01,Irak,,,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48283,EXPORT,07-18-01,Irak,,,,,,,,,,,,9701000
DUAL_USE,48284,EXPORT,07-18-01,Irak,,,,,,,,,,,,5057000
DUAL_USE,48276,EXPORT,07-18-01,Irak,,,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48278,EXPORT,07-18-01,Irak,,,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48273,EXPORT,07-18-01,Irak,,,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48275,EXPORT,07-18-01,Irak,,,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48279,EXPORT,07-18-01,Irak,,,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48274,EXPORT,07-18-01,Irak,,,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48287,EXPORT,07-18-01,"Taiwan, Provinz von China",,,,,,5A002.a1a,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48297,EXPORT,07-19-01,Australien,,,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48298,EXPORT,07-19-01,Großbritannien (Vereinigtes Königreich),,,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48298,EXPORT,07-19-01,Großbritannien (Vereinigtes Königreich),,,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48298,EXPORT,07-19-01,Großbritannien (Vereinigtes Königreich),,,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48291,EXPORT,07-19-01,Schweden,,,,,(2B008.c),,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48295,EXPORT,07-19-01,Dänemark,,,,,(2B008.c),,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48288,EXPORT,07-19-01,Deutschland,,,,,(2B008.c),,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48299,EXPORT,07-19-01,Österreich,,,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48290,EXPORT,07-19-01,Vereinigte Staaten,,,,,(2B008.c),,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48292,EXPORT,07-19-01,Österreich,,,,,(2B008.c),,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48294,EXPORT,07-19-01,Tschechische Republik,,,,,(2B008.c),,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48289,EXPORT,07-19-01,Frankreich,,,,,(2B008.c),,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48293,EXPORT,07-19-01,Niederlande,,,,,(2B008.c),,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48296,EXPORT,07-19-01,Großbritannien (Vereinigtes Königreich),,,,,(2B008.c),,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48300,EXPORT,07-19-01,China,,,,,2B201.b1,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48301,EXPORT,07-20-01,Vereinigte Arabische Emirate,,,,,,,ML10.b,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48318,EXPORT,07-23-01,Singapur,,,,,,2B001.a,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48310,EXPORT,07-23-01,"Iran, Islamische Republik",,,1C111.a2c,,,1C011.a,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48306,EXPORT,07-23-01,China,,,,,(2B001.b2),,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48317,EXPORT,07-23-01,Niederlande,,,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48317,EXPORT,07-23-01,Niederlande,,,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48312,EXPORT,07-23-01,Irak,,,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
DUAL_USE,48303,EXPORT,07-23-01,Philippinen,,,,,,,,,,,,"_ ""c12f"" * #,##0.00_ ;_ ""c12f"" * -#,##0.00_ ;_ ""c12f"" * ""-""??_ ;_ @_"
